custom_id,url,asin,brand,modelno,category1,pcategory1,category2,pcategory2,title,listprice,price,prodfeatures,techdetails,proddescrshort,proddescrlong,dimensions,imageurl,itemweight,shipweight,orig_prodfeatures,orig_techdetails
553,http://www.amazon.com/CORSAIR-PC3-10666-1333MHz-240-pin-Channel/dp/B0014BOQ54/,B0014BOQ54,Corsair,TW3X4G1333C9DHX,Memory,Computer Components,,,CORSAIR XMS3 DHX 4GB 2 X 2GB PC3-10666 1333MHz 240-pin DDR3 CL9 Dual Channel Desktop Memory Kit - TW3X4G1333C9DHX,90.99,54.99,,Memory Size 2 x 2048MB Memory Speed PC10600 Memory Type DDR3 Memory CAS Latency 9-9-9-24 It features Pins 240,,4GB 2 x 2GB - 1333MHz DDR3-1333 PC3-10666 - DDR3 SDRAM - 240-pin DIMM,0.4 x 0.4 x 0.4 inches,http://ecx.images-amazon.com/images/I/51BxPp4%2B6xL._SL500_AA300_.jpg,,1 pounds,,<ul><li>Memory Size: 2 x 2048MB</li> <li>Memory Speed: PC10600</li> <li>Memory Type: DDR3</li> <li>Memory CAS Latency: 9-9-9-24</li> <li>It features Pins: 240</li> </ul>
554,http://www.amazon.com/Corsair-Padlock-Secure-Flash-CMFPLA8GB/dp/B003809LBS/,B003809LBS,Corsair,CMFPLA8GB,USB Flash Drives,External Data Storage,,,Corsair Padlock Secure 8 GB USB 2.0 Flash Drive CMFPLA8GB,61.99,41.84,,User customizable 4-10 digit personal identification number to lock and unlock Built-in hacking detection locks device for 2 minutes after 5 failed attempts Secure 256-bit hardware AES encryption Durable rubber shock-proof housing 10 Year Warranty,,8GB FLASH PADLOCK VER2 USB 2.0 EXT 256BIT AES SUPPORTS WIN MAC Linux,6.0 x 4.8 x 0.3 inches,http://ecx.images-amazon.com/images/I/4192ECEtChL._SL500_AA300_.jpg,1.3 ounces,1 pounds,,"<ul><li>User customizable 4-10 digit personal identification number to lock and unlock</li> <li>Built-in hacking detection locks device for 2 minutes after 5 failed attempts</li> <li>Secure 256-bit hardware AES encryption</li> <li>Durable rubber, shock-proof housing</li> <li>10 Year Warranty</li> </ul>"
555,http://www.amazon.com/Corsair-Force-Ultra-Supported-CSSD-F120GB2-BRKT/dp/B003N8ETCG/,B003N8ETCG,Corsair,CSSD-F120GB2-BRKT,Computers Accessories,Electronics,,,Corsair 120 GB Force Series Ultra Fast TRIM Supported Solid State Drive CSSD-F120GB2-BRKT,,,,Latest generation Sandforce controller and MLC NAND flash for fast performance Fast Performance-Games applications and files load faster while your system is more responsive Flexible use-2.5 form factor for your notebook or netbook needs or use with included 3.5 bracket for your desktop computer Included 2.5 to 3.5 bracket for installation on your desktop computer No moving parts for increased durability and reliability and quieter operations over standard hard disk drives,Based on the latest Sandforce controller the Corsair Force Series Solid-State Drive offers stutter-free response fast performance cooler and quieter operations for your notebook netbook and desktop PC. For maximum performance for the ultimate system. The Corsair Force Series SSD product line offers the highest performance in Read Write speeds of up to a maximum read speed of 285mb s and write speed of 275mb s. If speed is what you are looking for and what you expect from your performance or gaming system the Corsair Force Series SSD s are the perfect choice.,Accellerate your Computing With Force SSDs   Based on the SandForce SF-1200 SSD Processor the Corsair Force Series SSD s are the ultimate performance drive. The Corsair Force Series SSD product line offers the highest performance in Read Write speeds of up to a maximum read speed of 285MB s and write speed of 275MB s. If speed is what you are looking for and what you expect from your performance or gaming system the Corsair Force Series SSD s are the perfect choice. Your system will start-up faster applications and games will load quicker and you will see a huge improvement in overall system responsiveness.     Product Features      Fast Performance Games applications and files load faster while your system is more responsive     Compatible Proven technology with installations on tens of thousands of systems worldwide     Flexible use 2.5 form factor for your notebook or netbook needs or use with included 3.5 bracket for your desktop computer     Silent operation No moving parts means zero noise and high reliability     Low Power Extend battery life for notebook and netbook users     Reliable Over 1 000 000 hours mean time between failures     Backed by Corsair A respected name with a passion for great service and support        What the Experts are Saying... The Corsair Force F120 is one of the fastest SSDs on the market today in just about every category. The feature set is very rich with the high IOPS firmware included desktop bracket and new 3 year warranty.  The Corsair F120 can be described as many things but let s say for the sake of this conclusion that we were very impressed by the numbers it returned.  In view of the performance exhibited by the F120 especially in scenarios with heavy loading the Corsair Force F120 is recommended to the power user... Corsair Force Series SSD - Specifications        Specifications   F40   F60   F80   F120   F160   F240     Unformatted Capacity   40 GB   60 GB   90 GB   120 GB   180 GB   240 GB     Sequential Read Speed   280 MB s   285 MB s   285 MB s   285 MB s   285 MB s   285 MB s     Sequential Write Speed   270 MB s   275 MB s   275 MB s   275 MB s   275 MB s   275 MB s     Maximum IOPs 4K Aligned 50K   50K   50K   50K   50K   50K     Form Factor   2.5 inch   2.5 inch   2.5 inch   2.5 inch   2.5 inch   2.5 inch     Interface   SATA II 3 GB s SATA II 3 GB s SATA II 3 GB s SATA II 3 GB s SATA II 3 GB s SATA II 3 GB s Warranty   3 Years   3 Years   3 Years   3 Years   3 Years   3 Years     Drive Image                                         More Information     Click Here       Click Here       Click Here       Click Here       Click Here       Click Here       Why Upgrade to a Solid State Disk Drive Your System Runs Faster   With an SSD your system will start up and shut down quicker applications will load faster and feel more responsive and even games will perform better as levels load more quickly. With virtually instant data access times SSDs also outperform traditional hard drives in data lookup file transfers and other disk-intensive work.           Longer Battery Life   Using an SSD with your notebook or netbook means you ll enjoy longer battery life. Traditional mechanical hard drives consume large amounts of power to start up and seek data. With no moving parts SSDs use less of your precious battery power resulting in longer running times.            Tougher and More Durable   Because an SSD uses all solid-state electronics with no moving parts it can handle shock and vibration far in excess of traditional hard drives and will survive wider temperature swings. For durability and toughness on the road nothing outperforms an SSD.,6.0 x 4.8 x 0.3 inches,http://ecx.images-amazon.com/images/I/41KO5merudL._SL500_AA300_.jpg,1.3 ounces,1 pounds,,"<ul><li>Latest generation Sandforce controller and MLC NAND flash for fast performance</li> <li>Fast Performance-Games, applications and files load faster, while your system is more responsive</li> <li>Flexible use-2.5"" form factor for your notebook or netbook needs, or use with included 3.5"" bracket for your desktop computer</li> <li>Included 2.5"" to 3.5"" bracket for installation on your desktop computer</li> <li>No moving parts for increased durability and reliability and quieter operations over standard hard disk drives</li> </ul>"
556,http://www.amazon.com/Corsair-Force-Performance-2-5-Inch-CSSD-F80GB2-BRKT-/dp/B004P8K2R4/,B004P8K2R4,Corsair,CSSD-F80GB2-BRKT-A,Computer Components,Computers Accessories,,,Corsair Force Series 80 GB High Performance SATA II 3.0 Gb-s 2.5-Inch Solid State Drive CSSD-F80GB2-BRKT-A,219.99,135.98,,Latest generation SandForce controller and MLC NAND flash for fast performance Maximum sequential read speed 280MB second Maximum sequential write speed 270MB second Reliable Over 1 000 000 hours mean time between failures Silent operation No moving parts means zero noise and high reliability BGC Background Garbage Collection Compatible Proven technology with installations on tens of thousands of systems worldwide Low Power Extend battery life for notebook and netbook users,,Based on the SandForce controller Corsair Force Series Solid-State Drives offer stutter-free response fast performance cooler and quieter operations for your notebook netbook and desktop PC. Get maximum SATA II speeds for the ultimate system. Corsair 60GB Force Series SSDs deliver up to 280MB s read and 270MB s write speeds for faster boot times quicker application loads and a serious boost to overall system performance. If you are looking for speed Corsair Force Series SSDs are the perfect choice.,5.5 x 4.5 x 1.2 inches,http://ecx.images-amazon.com/images/I/51XG2lxTV4L._SL500_AA300_.jpg,2.9 ounces,1 pounds,,"<ul><li>Latest generation SandForce controller and MLC NAND flash for fast performance</li> <li>Maximum sequential read speed 280MB/second</li> <li>Maximum sequential write speed 270MB/second</li> <li>Reliable Over 1,000,000 hours mean time between failures</li> <li>Silent operation No moving parts means zero noise and high reliability</li> <li>BGC (Background Garbage Collection)</li> <li>Compatible Proven technology with installations on tens of thousands of systems worldwide</li> <li>Low Power Extend battery life for notebook and netbook users</li> </ul>"
557,http://www.amazon.com/Corsair-CM2X2048-6400C5-PC2-6400-240-Pin-Desktop/dp/B00160P77Y/,B00160P77Y,Corsair,CM2X2048-6400C5,Memory,Computer Components,,,Corsair CM2X2048-6400C5 XMS2 2GB PC2-6400 800MHz 240-Pin DDR2 CL5 Desktop Memory Module,50.99,29.70,,This CM2X2048-6400C5 memory was designed and tested to ensure 100 Compatibility with today s current PC s and motherboards Enhanced Performance Profiles EPP allows automatic overclocking to aggressive performance settings Online 24 7 Customer Support available at www.asktheramguy.com for your convenience and questions This XMS2 memory has been verified to operate at 800MHz at the low latencies of 5-5-5-18 Peace of Mind - Corsair stands behind each memory module with a Lifetime Warranty,,Are you looking for a performance upgrade for your PC Are you looking to overclock and need to ensure a stable system Then the CM2X2048-6400C5 is exactly what you need. This 2GB DDR2 SDRAM DIMM delivers outstanding performance in the latest generation of DDR2-based motherboards. At Corsair we test our memory extensively in multiple DDR2 motherboards to ensure compatibility and performance at its rated speed. This Corsair CM2X2048-6400C5 Performance DDR2 memory has been verified to operate at 800MHz at the low latencies of 5-5-5-18 in today s DDR2 Motherboards. This XMS2 has been NVIDIA SLI-Ready Certified and ensures compatibility and system stability with other SLI Certified components including NVIDIA nForce SLI motherboards and SLI-Ready power supplies Look for the NVIDIA SLI Badge on motherboards you are looking to use with this memory and know that together they ensure compatibility and stability Looking to overclock your memory but don t quite know how Corsair partnered up with NVIDIA to bring you Enhanced Performance Profiles also known as EPP. This SLI-Ready memory with EPP allows you automatic access to special memory performance. Be ready for system overclocking and greater data throughput. NVIDIA EPP will essentially handle all the timings and other factors which will make boosting your memory a dream if you are looking to get into the overclocking scene. Ask The RAM Guy We ve created a 24 7 online customer support site just for you at www.asktheramguy.com. Here you can find other people like yourself that are In the know and can help answer questions you may have about installation or anything RAM related More importantly Corsair stands behind every module with a Lifetime Warranty. We realize any manufacturer can put a product in a box and hope that it will work however at Corsair we guarantee it will work for a lifetime So if you re looking to increase the speed of your PC Buy this Corsair XMS2 DDR2 2GB Kit,6.2 x 4.8 x 0.3 inches,http://ecx.images-amazon.com/images/I/415RHsIxq5L._SL500_AA300_.jpg,0.8 ounces,1 pounds,,<ul><li>This CM2X2048-6400C5 memory was designed and tested to ensure 100% Compatibility with today's current PC's and motherboards</li> <li>Enhanced Performance Profiles ( EPP ) allows automatic overclocking to aggressive performance settings</li> <li>Online 24/7 Customer Support available at www.asktheramguy.com for your convenience and questions</li> <li>This XMS2 memory has been verified to operate at 800MHz at the low latencies of 5-5-5-18</li> <li>Peace of Mind - Corsair stands behind each memory module with a Lifetime Warranty</li> </ul>
558,http://www.amazon.com/Corsair-Air-Performance-Cooler-CAFA50/dp/B003IT6RDE/,B003IT6RDE,Corsair,CAFA50,Computers Accessories,Electronics,,,Corsair Air Series A50 Performance CPU Cooler CAFA50,52.99,24.99,,Three 8mm copper direct-contact heatpipes for efficient heat conduction away from your CPU Aluminum fins make the unit compact and lightweight for easy installation and maximum airflow 120mm fan with multiple speed options that let you optimize the maximum cooling and minimum noise The A50 is compatible with all current CPU socket designs including Intel LGA775 LGA1156 and LGA1366 plus AMD Socket AM2 and Socket AM3 Backed by Corsair A respected name with a passion for quality products and great service and support,,Protect your investment in your Intel or AMD CPU and make it run better. Excessive heat is the deadly enemy of high-performance silicon and the Air Series A50 CPU cooler can extend your CPU s lifetime by efficiently drawing that heat away. You ll get faster performance too. Intel Core i5 and Core i7 processors automatically overclock when conditions are right. Add the A50 and your CPU will detect that it s running cooler and instantly boost its speed when you need it. Of course if you re not using a Core i5 or Core i7 or if you prefer to overclock manually the Air Series A50 will still give you the temperature headroom you need. Spend 15 minutes installing the A50 and enjoy years of improved CPU performance.,19.0 x 17.0 x 11.0 inches,http://ecx.images-amazon.com/images/I/51uwF5mI2dL._SL500_AA300_.jpg,2 pounds,2 pounds,,"<ul><li>Three 8mm copper direct-contact heatpipes, for efficient heat conduction away from your CPU</li> <li>Aluminum fins make the unit compact and lightweight, for easy installation and maximum airflow</li> <li>120mm fan with multiple speed options that let you optimize the maximum cooling and minimum noise</li> <li>The A50 is compatible with all current CPU socket designs, including Intel LGA775, LGA1156 and LGA1366, plus AMD Socket AM2 and Socket AM3</li> <li>Backed by Corsair: A respected name with a passion for quality products, and great service and support</li> </ul>"
559,http://www.amazon.com/CoolMax-V-500-Serial-Supply-Silent/dp/B000LM7PCS/,B000LM7PCS,Coolmax,14621.00,Power Supplies,Computer Components,,,CoolMax V-500 500 Watt 120MM Serial ATA Power Supply With Silent Fan,34.99,25.00,,Built-in long life 120mm silent cooling fan easy wasp connector design Serial ATA 150 Ready 20 4 pin support all Intel and AMD series Cable-tube on main power cables for better cable routing and neatness tube-tide design to tidy the wires High quality fan guard and connectors are good for conduction Over voltage protection short circuit protection on all output levels,,Coolmax 500-Watt SATA-Ready Power Supply with 120mm Cooling Fan Coolmax has earned a reputation for building solid high-performance power supplies and this 120mm Silent Cooling Fan Switching Power Supply is certainly no exception. Built with quality components especially designed to offer extra long life and provide maximum system performance this Coolmax power supply features over voltage over power and short circuit protection and is compatible with all leading processors including Pentium 4 AMD Athlon XP and Pentium III. Includes built-in EMI filter for exceptionally low ripple noise. You can rely on Coolmax for the coolest best-built power supplies.,2.3 x 2.2 x 1.3 inches,http://ecx.images-amazon.com/images/I/513w2wktzfL._SL500_AA300_.jpg,2.9 pounds,4 pounds,,"<ul><li>Built-in long life 120mm silent cooling fan, easy wasp connector design</li> <li>Serial ATA 150 Ready, 20+4 pin support all Intel and AMD series</li> <li>Cable-tube on main power cables for better cable routing and neatness, tube-tide design to tidy the wires</li> <li>High quality fan guard and connectors are good for conduction</li> <li>Over voltage protection, short circuit protection on all output levels</li> </ul>"
560,http://www.amazon.com/Cooler-Master-Vortex-Plus-RR-VTPS-28PK-R1/dp/B003INFE16/,B003INFE16,Cooler Master,RR-VTPS-28PK-R1,Computers Accessories,Electronics,,,Cooler Master Vortex Plus CPU Cooler RR-VTPS-28PK-R1,41.00,25.15,,Compact profile design for HTPC chassis and LAN box chassis Universal mounting for Intel LGA1366 1156 775 and AMD AM3 AM2 940 939 754 sockets 4 x Direct Contact heatpipes for seamless contact between CPU surface and cooler Aluminum fins with 4 x direct contact heat-pipes to provide excellent heat dissipation Value-added features - 4 port USB 2 rear cable clips side handles for cable management.,Vortex Plus is a low profile CPU cooler with compact size but uncompromising cooling efficiency. The compact feature best suits in HTPC chassis or chassis with slim width and limited space. The heatsink comes with 4 heatpipes and direct contact base to maximize the heat conductivity and dissipation efficiency. The balanced PWM fan works to provide high airflow under high RPM mode.,Vortex Plus     Introduction   Vortex Plus is a low profile CPU cooler with compact size but uncompromising cooling efficiency. The compact feature best suits in HTPC chassis or chassis with slim width and limited space. The heatsink comes with 4 heatpipes and direct contact base to maximize the heat conductivity and dissipation efficiency. The balanced PWM fan works to provide high airflow under high RPM mode.    Features    Compact profile design for HTPC chassis and LAN box chassis.   Universal mounting for Intel LGA1366 1156 775 and AMD AM3 AM2 940 939 754 sockets.   4 x Direct Contact heatpipes for seamless contact between CPU surface and cooler.    Product Highlights      Aluminum fins with 4 x Direct Contact heat pipes to provide excellent heat dissipation    84 mm height able to fit in HTPC chassis and LAN box chassis        Blade Master 92 is PWM fan with wide RPM range and anti-vibration rubber pads    Compatible with Intel LGA 1366 1156 775 and AMD AM3 AM2 940 939 754        2D Dimension Drawing     Specifications      Model    RR-VTPS-28PK-R1      CPU Socket    Intel Socket LGA1366 1156 775 AMD Socket AM3 AM2 940 939 754      CPU Support    Intel LGA 1366 1156 775 Socket CPU  - Core i7 Extreme  - Core i7  - Core i5  - Core i3  - Core 2 Extreme Quad Duo  - Pentium  - Celeron   AMD AM3 AM2 940 939 754 Socket CPU  - Phenom II X4 X3 X2  - Phenom X4 X3  - Athlon II X4 X3 X2  - Athlon X2  - Athlon - Sempron  For the latest CPU support information please visit our website. Dimension    116 x 100 x 84 mm 4.6 x 3.9 x 3.3 inch Weight    445g 1 lbs Heat Sink Material    Aluminum fins 4 heatpipes      Fan Dimension    92 x 92 x 25 mm 3.6 x 3.6 x 1 inch Fan Speed    800 2800 RPM PWM Fan Airflow    15.7 54.8 CFM      Fan Air Pressure    0.35-4.27 mm H2O      Bearing Type    Long life sleeve bearing      Fan Life Expectancy    40 000 hours      Fan Noise Level dB-A 17 35 dBA      Connector    4-pin      UPC Code    884102008511,4.6 x 3.9 x 3.3 inches,http://ecx.images-amazon.com/images/I/51XyiTnmqgL._SL500_AA300_.jpg,1 pounds,2 pounds,,"<ul><li>Compact profile design for HTPC chassis and LAN box chassis</li> <li>Universal mounting for Intel LGA1366/1156/775 and AMD AM3/AM2/940/939/754 sockets</li> <li>4 x Direct Contact heatpipes for seamless contact between CPU surface and cooler</li> <li>Aluminum fins with 4 x direct contact heat-pipes to provide excellent heat dissipation</li> <li>Value-added features - 4 port USB, 2 rear cable clips, side handles for cable management.</li> </ul>"
561,http://www.amazon.com/Cooler-Master-Silent-Modular-Supply/dp/B003O8J12S/,B003O8J12S,Cooler Master,RS800-80GAD3-US,Power Supplies,Computer Components,,,Cooler Master Silent Pro Gold SPG 800 Watts Modular Power Supply,179.99,159.99,,Flat modularized cables provide easy cable management leads to better airflow Compliance with the latest Intel standard ATX 12V V2.3 Operation with intelligent fan speed control High reliability MTBF gt 100 000 hours Double Layer EMI Filter retrains noise and to avoid affect to users Integrating Active PFC with PWN combo controller while increase efficiency Japanese-made capacitors Multiple protection design OVP UVP OPP OTP SCP OCP,,More Cool Products from Cooler Master         Cooler Master HAF 932 Advanced       Cooler Master Storm Sniper Black       Cooler Master CM 690 II Advanced       Cooler Master HAF 922         Cooler Master V6GT       Cooler Master Hyper 212 Plus       Cooler Master Elite 400W       Cooler Master eXtreme Power Plus 500W               Cooler Master Silent Pro Gold 800W     Introduction   Cooler Master offers another extensive range of power supplies that allows for a perfect fit for end users.   Silent Pro Gold Series a brand new lineup of power supplies that meet the 80Plus Gold Standard with over 90 power efficiency.   Using patented technologies such as Heat Transfer Technology  HTT Hyper Path and Hybrid Transformers the Silent Pro Gold sets a new standard in PSU excellence.        Features    Patent Technologies Heat Transfer Technology A unique L-shaped heat-sink to remove heat from the PSU.   Hybrid Transformer Unique design that combines heat-sink with transformer.   Hyper Path Places IC close to transformers leading to huge efficiency ratings.      Flat modularized cables provide easy cable management leads to better airflow.    Compliance with the latest Intel standard ATX 12V V2.3.    Operation with intelligent fan speed control.    High reliability MTBF gt 100 000 hours .    Double Layer EMI Filter retrains noise and to avoid affect to users.    Integrating Active PFC with PWN combo controller while increase efficiency.    Multiple protection design OVP UVP OPP OTP SCP OCP .    Japanese-made capacitors.    Single 12V rail up to 98A.    Five-year warranty.               Patent Technologies              Connectors              Cable Length              Specifications      Model    RS800-80GAD3-US RS-800-80GA-D3      Type    Intel Form Factor ATX 12V V2.3 SSI Form Factor EPS 12V V2.92      PFC    Active PFC 0.99 Input Voltage    90-264Vac Auto Range Input Current    9 - 4.5A      Input Frequency Range    47-63Hz      Output Capacity    800W      Max. Output Capacity    960W      Fan    120mm Ultra Silent Fan      Power Good Signal    100 500ms      Hold Up Time gt 17ms      Efficiency    90 typical      MTBF gt 100 000 hours      Protection    OVP UVP OCP OPP OTP SCP      Dimension    150 X 160 X 86 mm 5.9 x 6.29 x 3.4 inch      Operation Temperature    0 40 C Nominal Input Voltage Regulatory    CE FCC UL TUV C-Tick GOST BSMI CCC KCC      Certification    SLI CrossFire 80 Plus Gold      Connector    M B 20 4 pins x 1 CPU 4 4 pins x 1 PCI-e 6 2 pins x 3 PCI-e 6 pins x 3 One PCI-e 6 2 pins connector extends to one PCI-e 6 pins connector SATA x 9 Peripheral 4 pins x 4 Floppy 4 pins x 1      Warranty    5 Years      UPC Code    884102008559,15.1 x 8.4 x 5.4 inches,http://ecx.images-amazon.com/images/I/51fH%2BeWFzaL._AA300_.jpg,7.2 pounds,8 pounds,,"<ul><li>Flat modularized cables provide easy cable management leads to better airflow</li> <li>Compliance with the latest Intel standard ATX 12V V2.3</li> <li>Operation with intelligent fan speed control</li> <li>High reliability (MTBF&gt; 100,000 hours)</li> <li>Double Layer EMI Filter retrains noise and to avoid affect to users</li> <li>Integrating Active PFC with PWN combo controller while increase efficiency</li> <li>Japanese-made capacitors</li> <li>Multiple protection design (OVP/UVP/OPP/OTP/SCP/OCP)</li> </ul>"
562,http://www.amazon.com/Cooler-Master-Silent-140mm-R4-S4S-10AK-GP/dp/B00314J422/,B00314J422,Cooler Master,R4-S4S-10AK-GP,Case Fans,Fans Cooling,,,Cooler Master R4 Series Silent 140mm Case Fan R4-S4S-10AK-GP,12.99,10.92,,Recommended for CM 690 and Centurion 590 60.9 CFM High airflow to enhance excellent cooling performance Silent operation at 16 d-BA for case cooling RoHS compliance for protecting the environment,Cooler Master R4 Series Silent 140mm Case Fan - R4-S4S-10AK-GP,Cooler Master R4 Series Silent 140mm Case Fan R4-S4S-10AK-GP          Case cooling is becoming more essential these days. The better airflow inside your system the cooler and more stable system you will get.                       Recommended for CM 690 and Centurion 590.    60.9 CFM High airflow to enhance cooling performance.    Super silent operation at 16 d-BA for case cooling.    RoHS compliance for protecting the environment.               Model    R4-S4S-10AK-GP          Dimension    140 140 25mm          Voltage    12VDC          Current Ampere 0.08A          Input Watt 0.96W          Speed R.P.M. 1000 R.P.M.          Air Flow CFM 60.9 CFM          Air pressure mmH2O 0.82 mmH2O          Fan Noise Level dB-A 16 dB-A          Weight    170 g          Bearing Type    Sleeve          Fan Life Expectancy    35 000 hours          Connector    3 pin          Screws    4 pcs          UPC Code    870423003717,5.5 x 5.5 x 1.0 inches,http://ecx.images-amazon.com/images/I/41g5yg3EjsL._SL500_AA300_.jpg,5.9 ounces,1 pounds,,<ul><li>Recommended for CM 690 and Centurion 590</li> <li>60.9 CFM High airflow to enhance excellent cooling performance</li> <li>Silent operation at 16 d-BA for case cooling</li> <li>RoHS compliance for protecting the environment</li> </ul>
563,http://www.amazon.com/Cooler-Master-Silent-140mm-R4-L4S-10AB-GP/dp/B001QZ6TBM/,B001QZ6TBM,Cooler Master,R4-L4S-10AB-GP,Case Fans,Fans Cooling,,,Cooler Master R4 Series Silent 140mm LED Case Fan R4-L4S-10AB-GP Blue,12.99,9.83,,Recommended for CM 690 and Centurion 590 4 blue LED fan 60.9 CFM High airflow to enhance excellent cooling performance Silent operation at 16 d-BA for case cooling RoHS compliance for protecting the environment,Cooler Master R4 Series Silent 140mm Blue LED Case Fan - R4-L4S-10AB-GP,Cooler Master R4 Series Silent 140mm LED Case Fan R4-L4S-10AB-GP Blue Case cooling is becoming more essential these days. The better airflow inside your system the cooler and more stable system you will get.                       Recommended for CM 690 and Centurion 590.    4 blue LED fan.    60.9 CFM High airflow to enhance excellent cooling performance.    Silent operation at 16 d-BA for case cooling.    RoHS compliance for protecting the environment.               Model    R4-L4S-10AB-GP          Dimension    140 140 25 mm          Voltage    12VDC          Current Ampere 0.14A          Input Watt 1.68W          Speed R.P.M. 1000 R.P.M.          Air Flow CFM 60.9 CFM          Air pressure mmH2O 0.82 mmH2O          Fan Noise Level dB-A 16 dB-A          Weight    170 g          Available Color    Blue LED          Bearing Type    Sleeve          Fan Life Expectancy    35 000 hours          Connector    3 Pin          Screws    4 pcs          UPC Code    870423003779,140.0 x 140.0 x 25.0 inches,http://ecx.images-amazon.com/images/I/41ZX4K%2BDdiL._SL500_AA300_.jpg,5.9 ounces,1 pounds,,<ul><li>Recommended for CM 690 and Centurion 590</li> <li>4 blue LED fan</li> <li>60.9 CFM High airflow to enhance excellent cooling performance</li> <li>Silent operation at 16 d-BA for case cooling</li> <li>RoHS compliance for protecting the environment</li> </ul>
564,http://www.amazon.com/11A-Wireless-n-Mimo-Router-Wpa/dp/B001SE3TB4/,B001SE3TB4,SIIG,CN-WR0512-S1,,,,,11A B G Wireless-n Mimo Router Wpa,69.99,60.99,,WPA,,Siig Wireless-N MIMO Router CN-WR0512-S1 Routers amp Gateways - Wireless,8.0 x 6.0 x 4.0 inches,http://ecx.images-amazon.com/images/I/31eydr1ChHL._SL500_AA300_.jpg,1.2 pounds,2 pounds,,<ul><li>WPA</li> </ul>
565,http://www.amazon.com/Cooler-Master-NV-334-KWN1-GP-Elite-nVidia/dp/B00284CB26/,B00284CB26,Cooler Master,NV-334-KWN1-GP,Computer Cases,Computer Components,,,Cooler Master NV-334-KWN1-GP Elite 334 nVidia Edition ATX MATX Mid Tower Case,78.00,63.71,,Tool-free mechanical design for quick assembly and maintenance Meshed front panel design provides the superior airflow and maximum cooling performance Built-in washable front air filter Supports 120mm x 2 to give your PC the best ventilation while maintain silent cooling solution Modern and stylish Nvidia design,Elite 334 NV-334 is a Nvidia Edition mid-tower that accommodates micro-ATX and ATX motherboards built with a Nvidia themed side panel and fully meshed front panel body that maintains Elite s pedigree of compact-sized and quality build that would look great in any space. It is equipped with a 120mm rear fan offering the superb ventilation while maintaining silent cooling solution. The mechanical design of the side panel and retaining keyholes for security lock are special features of Elite 334 for keeping your PC safe. The Elite 334 is perfect for anyone looking for a practical yet well-designed chassis.,From the Manufacturer            Elite 334 NV-334 is a Nvidia Edition mid-tower that accommodates micro-ATX and ATX motherboards built with a Nvidia themed side panel and fully meshed front panel body that maintains Elite s pedigree of compact-sized and quality build that would look great in any space. It is equipped with a 120mm rear fan offering the superb ventilation while maintaining silent cooling solution. The mechanical design of the side panel and retaining keyholes for security lock are special features of Elite 334 for keeping your PC safe. The Elite 334 is perfect for anyone looking for a practical yet well-designed chassis.                          Tool-free mechanical design for quick assembly and maintenance.   Meshed front panel design provides the superior airflow and maximum cooling performance.   Built-in washable front air filter.   Supports 120mm x 2 to give your PC the best ventilation while maintain silent cooling solution.   Modern and stylish Nvidia design.   Solid construction makes the chassis durable and sturdy.            I O panel provides easy access for users     Stylish CM and Nvidia logo       Side panel security lock hole     Rear 120 mm fan provides the best cooling solution front fan optional Tool-free 5.25 drive bay for easy installation     3.5 and HDD screw-less for easy access             Model    NV-334           Available Color    Black           Material    SECC           Dimension    203 x 413 x 486 mm 8 x 16.3 x 19.1 inches           Weight    Net Weight 7.1kg 15.7 lbs Gross Weight 8.6 kg 19 lbs           Motherboards    ATX Micro-ATX           5.25 Drive Bay    4 Exposed           3.5 Drive Bay    6 Hidden  1 Exposed           I O Panel    USB 2.0 x 2 Mic x 1 Audio x 1 support HD audio Expansion Slots    7           Cooling System    Rear 120 x 25mm fan x 1 1200 RPM 17 dBA Front 120 x 25 mm fan x 1 optional Power Supply    Standard ATX PS2 optional,19.1 x 16.6 x 7.4 inches,http://ecx.images-amazon.com/images/I/41suQmiAV2L._SL500_AA300_.jpg,1 pounds,15 pounds,,<ul><li>Tool-free mechanical design for quick assembly and maintenance</li> <li>Meshed front panel design provides the superior airflow and maximum cooling performance</li> <li>Built-in washable front air filter</li> <li>Supports 120mm x 2 to give your PC the best ventilation while maintain silent cooling solution</li> <li>Modern and stylish Nvidia design</li> </ul>
